City,Daylight,zipcode,HUC_NAME,savings,HUC_CODE,State,Longitude,HUC250K_ID,pop,Latitude,Timezone,GEOID10
Portsmouth,,210,,,,NH,-71.013202,,,43.005895,,
Portsmouth,,211,,,,NH,-71.013202,,,43.005895,,
Portsmouth,,212,,,,NH,-71.013202,,,43.005895,,
Portsmouth,,213,,,,NH,-71.013202,,,43.005895,,
Portsmouth,,214,,,,NH,-71.013202,,,43.005895,,
Portsmouth,,215,,,,NH,-71.013202,,,43.005895,,
Holtsville,,501,,,,NY,-72.637078,,,40.922326,,
Holtsville,,544,,,,NY,-72.637078,,,40.922326,,
Adjuntas,,601,,,,PR,-66.74947,,,18.180103,,00601
Aguada,,602,,,,PR,-67.18024,,,18.363285,,00602
Aguadilla,,603,,,,PR,-67.13422,,,18.448619,,00603
Aguadilla,,604,,,,PR,-67.13699,,,18.498987,,
Aguadilla,,605,,,,PR,-67.141486,,,18.465162,,
Maricao,,606,,,,PR,-66.9588,,,18.182151,,00606
Aguas Buenas,,607,,,,PR,-66.104657,,,18.256995,,
Aibonito,,609,,,,PR,-66.273278,,,18.142002,,
Anasco,,610,,,,PR,-67.13604,,,18.288319,,00610
Angeles,,611,,,,PR,-66.80217,,,18.279531,,
Arecibo,,612,,,,PR,-66.69879,,,18.449732,,00612
Arecibo,,613,,,,PR,-66.732732,,,18.458093,,
Arecibo,,614,,,,PR,-66.674506,,,18.429675,,
Arroyo,,615,,,,PR,-66.061459,,,17.96977,,
Bajadero,,616,,,,PR,-66.67669,,,18.426748,,00616
Barceloneta,,617,,,,PR,-66.55575,,,18.455499,,00617
Barranquitas,,618,,,,PR,-66.305827,,,18.185463,,
Boqueron,,622,,,,PR,-67.16745,,,18.003125,,00622
Cabo Rojo,,623,,,,PR,-67.15222,,,18.08643,,00623
Penuelas,,624,,,,PR,-66.72602,,,18.055399,,00624
Caguas,,625,,,,PR,-66.039087,,,18.232109,,
Caguas,,626,,,,PR,-66.037318,,,18.235003,,
Camuy,,627,,,,PR,-66.85644,,,18.435246,,00627
Castaner,,631,,,,PR,-66.85174,,,18.186739,,00631
Cayey,,633,,,,PR,-66.183467,,,18.194527,,
Cayey,,634,,,,PR,-66.177083,,,18.111528,,
Ceiba,,635,,,,PR,-65.646529,,,18.262902,,
Rosario,,636,,,,PR,-67.039706,,,18.113284,,
Sabana Grande,,637,,,,PR,-66.94864,,,18.073078,,00637
Ciales,,638,,,,PR,-66.49835,,,18.308139,,00638
Cidra,,639,,,,PR,-66.158728,,,18.176094,,
Coamo,,640,,,,PR,-66.359104,,,18.077197,,
Utuado,,641,,,,PR,-66.70519,,,18.268896,,00641
Corozal,,643,,,,PR,-66.315194,,,18.341254,,
Coto Laurel,,644,,,,PR,-66.55218,,,18.049577,,
Culebra,,645,,,,PR,-65.304732,,,18.308508,,
Dorado,,646,,,,PR,-66.27689,,,18.442798,,00646
Ensenada,,647,,,,PR,-66.93993,,,17.964529,,00647
Fajardo,,648,,,,PR,-65.656182,,,18.333038,,
Florida,,650,,,,PR,-66.56773,,,18.363331,,00650
Garrochales,,652,,,,PR,-66.61217,,,18.457453,,00652
Guanica,,653,,,,PR,-66.90097,,,17.992112,,00653
Jobos,,654,,,,PR,-66.117219,,,17.979518,,
Olimpo,,655,,,,PR,-66.116795,,,17.976371,,
Guayanilla,,656,,,,PR,-66.79168,,,18.038866,,00656
Gurabo,,658,,,,PR,-65.973605,,,18.254137,,
Hatillo,,659,,,,PR,-66.80039,,,18.432956,,00659
Hormigueros,,660,,,,PR,-67.12085,,,18.139108,,00660
Humacao,,661,,,,PR,-65.826595,,,18.150829,,
Isabela,,662,,,,PR,-67.01973,,,18.478855,,00662
Jayuya,,664,,,,PR,-66.59243,,,18.212565,,00664
Ponce,,665,,,,PR,-66.502103,,,18.044224,,
Juncos,,666,,,,PR,-65.921356,,,18.228952,,
Lajas,,667,,,,PR,-67.04226,,,18.017819,,00667
Lares,,669,,,,PR,-66.87503,,,18.288418,,00669
Las Marias,,670,,,,PR,-66.97604,,,18.241343,,00670
Las Piedras,,671,,,,PR,-65.869939,,,18.1789,,
Manati,,674,,,,PR,-66.48697,,,18.426137,,00674
Moca,,676,,,,PR,-67.08424,,,18.37956,,00676
Rincon,,677,,,,PR,-67.23675,,,18.336121,,00677
Quebradillas,,678,,,,PR,-66.93275,,,18.442334,,00678
Mayaguez,,680,,,,PR,-67.12655,,,18.205232,,00680
Mayaguez,,681,,,,PR,-67.508068,,,18.219023,,
Mayaguez,,682,,,,PR,-67.15428,,,18.208402,,00682
San German,,683,,,,PR,-67.04524,,,18.092807,,00683
San Sebastian,,685,,,,PR,-66.98104000000001,,,18.332595,,00685
Morovis,,687,,,,PR,-66.41528,,,18.31708,,00687
Sabana Hoyos,,688,,,,PR,-66.61348,,,18.40415,,00688
San Antonio,,690,,,,PR,-67.09867,,,18.495369,,00690
Vega Alta,,692,,,,PR,-66.33186,,,18.419666,,00692
Vega Baja,,693,,,,PR,-66.3921,,,18.440667,,00693
Vega Baja,,694,,,,PR,-66.398302,,,18.443109,,00694
Yauco,,698,,,,PR,-66.85587,,,18.06547,,00698
Aguas Buenas,,703,,,,PR,-66.12827,,,18.246205,,00703
Aguirre,,704,,,,PR,-66.22291,,,17.970112,,00704
Aibonito,,705,,,,PR,-66.26541,,,18.12942,,00705
Maunabo,,707,,,,PR,-65.91018,,,18.014505,,00707
Arroyo,,714,,,,PR,-66.05552,,,17.987288,,00714
Mercedita,,715,,,,PR,-66.55868,,,18.003492,,00715
Ponce,,716,,,,PR,-66.59965,,,17.999066,,00716
Ponce,,717,,,,PR,-66.61374,,,18.004303,,00717
Naguabo,,718,,,,PR,-65.74293,,,18.22048,,00718
Naranjito,,719,,,,PR,-66.25098,,,18.294571,,00719
Orocovis,,720,,,,PR,-66.42265,,,18.217827,,00720
Palmer,,721,,,,PR,-65.778288,,,18.364161,,
Patillas,,723,,,,PR,-66.0131,,,18.023196,,00723
Caguas,,725,,,,PR,-66.04502,,,18.233927,,00725
Caguas,,726,,,,PR,-66.058033,,,18.212965,,
,,727,,,,,,,,,,00727
Ponce,,728,,,,PR,-66.65218,,,18.013353,,00728
Canovanas,,729,,,,PR,-65.89089,,,18.35615,,00729
Ponce,,730,,,,PR,-66.61727,,,18.022626,,00730
Ponce,,731,,,,PR,-66.61192,,,18.077329,,00731
Ponce,,732,,,,PR,-66.613742,,,18.021781,,
Ponce,,733,,,,PR,-66.619165,,,18.019331,,
Ponce,,734,,,,PR,-66.643934,,,17.999499,,
Ceiba,,735,,,,PR,-65.65987,,,18.258444,,00735
Cayey,,736,,,,PR,-66.15377,,,18.112895,,00736
Cayey,,737,,,,PR,-66.139274,,,18.102967,,
Fajardo,,738,,,,PR,-65.66116,,,18.32265,,00738
Cidra,,739,,,,PR,-66.16271,,,18.16984,,00739
Puerto Real,,740,,,,PR,-65.62761,,,18.331711,,00740
Punta Santiago,,741,,,,PR,-65.75765,,,18.160755,,00741
Roosevelt Roads,,742,,,,PR,-65.594769,,,18.264872,,
Rio Blanco,,744,,,,PR,-65.743058,,,18.206329,,
Rio Grande,,745,,,,PR,-65.82277,,,18.366213,,00745
Lluveras,,747,,,,PR,-66.952589,,,18.069474,,
Fajardo,,748,,,,PR,-65.652484,,,18.326732,,
Salinas,,751,,,,PR,-66.26534,,,17.993803,,00751
San Antonio,,752,,,,PR,-67.097726,,,18.493745,,
San Lorenzo,,754,,,,PR,-65.96831,,,18.15633,,00754
Santa Isabel,,757,,,,PR,-66.39457,,,17.98631,,00757
Utuado,,761,,,,PR,-66.702364,,,18.265445,,
Vega Alta,,762,,,,PR,-66.324284,,,18.420218,,
Monserrate,,763,,,,PR,-66.399836,,,18.452175,,
Vega Baja,,764,,,,PR,-66.397138,,,18.452084,,
Vieques,,765,,,,PR,-65.45603,,,18.125664,,00765
Villalba,,766,,,,PR,-66.48208,,,18.126023,,00766
Yabucoa,,767,,,,PR,-65.89703,,,18.072752,,00767
Yauco,,768,,,,PR,-66.856181,,,18.030715,,
Coamo,,769,,,,PR,-66.3611,,,18.092813,,00769
Las Piedras,,771,,,,PR,-65.87088,,,18.18744,,00771
Loiza,,772,,,,PR,-65.87605,,,18.427674,,00772
Luquillo,,773,,,,PR,-65.72133,,,18.361344,,00773
Culebra,,775,,,,PR,-65.29257,,,18.311149,,00775
Juncos,,777,,,,PR,-65.91316,,,18.224088,,00777
Gurabo,,778,,,,PR,-65.97791,,,18.258628,,00778
Coto Laurel,,780,,,,PR,-66.55939,,,18.068538,,00780
Comerio,,782,,,,PR,-66.2267,,,18.223348,,00782
Corozal,,783,,,,PR,-66.32305,,,18.304874,,00783
Guayama,,784,,,,PR,-66.12779,,,17.984137,,00784
Guayama,,785,,,,PR,-66.795603,,,18.018822,,
La Plata,,786,,,,PR,-66.268717,,,18.128092,,00786
Humacao,,791,,,,PR,-65.82269,,,18.147257,,00791
Humacao,,792,,,,PR,-65.788499,,,18.138029,,
Barranquitas,,794,,,,PR,-66.31058,,,18.204294,,00794
Juana Diaz,,795,,,,PR,-66.50289,,,18.036253,,00795
St Thomas,,801,,,,VI,-64.963715,,,18.322285,,00801
St Thomas,,802,,,,VI,-64.963715,,,18.322285,,00802
St Thomas,,803,,,,VI,-64.963715,,,18.322285,,
St Thomas,,804,,,,VI,-64.963715,,,18.322285,,
St Thomas,,805,,,,VI,-64.963715,,,18.322285,,
Christiansted,,820,,,,VI,-64.734694,,,17.734211,,00820
Christiansted,,821,,,,VI,-64.734694,,,17.734211,,
Christiansted,,822,,,,VI,-64.734694,,,17.734211,,
Christiansted,,823,,,,VI,-64.734694,,,17.734211,,00823
Christiansted,,824,,,,VI,-64.734694,,,17.734211,,00824
St John,,830,,,,VI,-64.740737,,,18.32816,,00830
St John,,831,,,,VI,-64.740737,,,18.32816,,00831
Frederiksted,,840,,,,VI,-64.734694,,,17.734211,,00840
Frederiksted,,841,,,,VI,-64.734694,,,17.734211,,00841
Kingshill,,850,,,,VI,-64.734694,,,17.734211,,00850
Kingshill,,851,,,,VI,-64.734694,,,17.734211,,00851
San Juan,,901,,,,PR,-66.10786,,,18.465426,,00901
San Juan,,902,,,,PR,-66.060533,,,18.410462,,
San Juan,,906,,,,PR,-66.10079,,,18.46454,,00906
San Juan,,907,,,,PR,-66.07798,,,18.451131,,00907
San Juan,,908,,,,PR,-66.060533,,,18.410462,,
San Juan,,909,,,,PR,-66.06764,,,18.442282,,00909
San Juan,,910,,,,PR,-66.060533,,,18.410462,,
San Juan,,911,,,,PR,-66.0577,,,18.45009,,00911
San Juan,,912,,,,PR,-66.05928,,,18.445946,,00912
San Juan,,913,,,,PR,-66.04256,,,18.450907,,00913
San Juan,,914,,,,PR,-66.060533,,,18.410462,,
San Juan,,915,,,,PR,-66.04888,,,18.436995,,00915
San Juan,,916,,,,PR,-66.060533,,,18.410462,,
San Juan,,917,,,,PR,-66.0513,,,18.422263,,00917
San Juan,,918,,,,PR,-66.06494,,,18.417668,,00918
San Juan,,919,,,,PR,-66.060533,,,18.410462,,
San Juan,,920,,,,PR,-66.09069,,,18.41242,,00920
San Juan,,921,,,,PR,-66.08633,,,18.394019,,00921
San Juan,,922,,,,PR,-66.060533,,,18.410462,,
San Juan,,923,,,,PR,-66.03806,,,18.410681,,00923
San Juan,,924,,,,PR,-66.01194,,,18.401917,,00924
San Juan,,925,,,,PR,-66.05028,,,18.400006,,00925
San Juan,,926,,,,PR,-66.0562,,,18.361363,,00926
San Juan,,927,,,,PR,-66.06867,,,18.39184,,00927
San Juan,,928,,,,PR,-66.060533,,,18.410462,,
San Juan,,929,,,,PR,-66.060533,,,18.410462,,
San Juan,,930,,,,PR,-66.060533,,,18.410462,,
San Juan,,931,,,,PR,-66.060533,,,18.410462,,
San Juan,,933,,,,PR,-66.060533,,,18.410462,,
Fort Buchanan,,934,,,,PR,-66.12198,,,18.413511,,00934
San Juan,,935,,,,PR,-66.060533,,,18.410462,,
San Juan,,936,,,,PR,-66.060533,,,18.410462,,00936
San Juan,,937,,,,PR,-66.060533,,,18.410462,,
San Juan,,938,,,,PR,-66.060533,,,18.410462,,
San Juan,,939,,,,PR,-66.060533,,,18.410462,,
San Juan,,940,,,,PR,-66.060533,,,18.410462,,
Toa Baja,,949,,,,PR,-66.2042,,,18.433173,,00949
Toa Baja,,950,,,,PR,-66.196503,,,18.457761,,00950
Toa Baja,,951,,,,PR,-66.196503,,,18.457761,,00951
Sabana Seca,,952,,,,PR,-66.18014,,,18.429218,,00952
Toa Alta,,953,,,,PR,-66.23414,,,18.36802,,00953
Toa Alta,,954,,,,PR,-66.258108,,,18.358939,,
San Juan,,955,,,,PR,-66.060533,,,18.410462,,
Bayamon,,956,,,,PR,-66.16643,,,18.34216,,00956
Bayamon,,957,,,,PR,-66.18669,,,18.369674,,00957
Bayamon,,958,,,,PR,-66.166014,,,18.34487,,
Bayamon,,959,,,,PR,-66.15943,,,18.387063,,00959
Bayamon,,960,,,,PR,-66.166014,,,18.34487,,00960
Bayamon,,961,,,,PR,-66.16033,,,18.412462,,00961
Catano,,962,,,,PR,-66.13847,,,18.437683,,00962
Catano,,963,,,,PR,-66.139293,,,18.443217,,
Guaynabo,,965,,,,PR,-66.11703,,,18.431453,,00965
Guaynabo,,966,,,,PR,-66.11522,,,18.398507,,00966
Guaynabo,,968,,,,PR,-66.1025,,,18.408479,,00968
Guaynabo,,969,,,,PR,-66.10889,,,18.366981,,00969
Guaynabo,,970,,,,PR,-66.112295,,,18.359143,,
Guaynabo,,971,,,,PR,-66.11876,,,18.329688,,00971
San Juan,,975,,,,PR,-66.060533,,,18.410462,,
Trujillo Alto,,976,,,,PR,-66.00561,,,18.346767,,00976
Trujillo Alto,,977,,,,PR,-65.990099,,,18.337004,,
St Just,,978,,,,PR,-65.990099,,,18.337004,,
Carolina,,979,,,,PR,-66.0127,,,18.431885,,00979
Carolina,,981,,,,PR,-66.060533,,,18.410462,,
Carolina,,982,,,,PR,-65.99313,,,18.409345,,00982
Carolina,,983,,,,PR,-65.97582,,,18.414408,,00983
Carolina,,984,,,,PR,-65.972495,,,18.393355,,
Carolina,,985,,,,PR,-65.94691,,,18.374896,,00985
Carolina,,986,,,,PR,-65.972495,,,18.393355,,
Carolina,,987,,,,PR,-65.96275,,,18.372228,,00987
Carolina,,988,,,,PR,-65.972495,,,18.393355,,
Agawam,,1001,Lower Connecticut,,01080205,MA,-72.62029,611,16769,42.07061,,01001
Amherst,,1002,Middle Connecticut,,01080201,MA,-72.50323,476,29049,42.377651,,01002
Amherst,,1003,Middle Connecticut,,01080201,MA,-72.63599,476,10372,42.369562,,01003
Amherst,,1004,,,,MA,-72.513183,,,42.384494,,
Barre,,1005,Chicopee,,01080204,MA,-72.10443,551,5079,42.412094,,01005
Belchertown,,1007,Chicopee,,01080204,MA,-72.411,551,14649,42.278424,,01007
Blandford,,1008,Westfield,,01080206,MA,-72.94828,567,1263,42.174313,,01008
Bondsville,,1009,Chicopee,,01080204,MA,-72.340486,551,741,42.206092,,01009
Brimfield,,1010,Quinebaug,,01100001,MA,-72.20552,590,3609,42.126038,,01010
Chester,,1011,Westfield,,01080206,MA,-73.01958,567,1370,42.271442,,01011
Chesterfield,,1012,Westfield,,01080206,MA,-72.84356,567,661,42.390836,,01012
Chicopee,,1013,Middle Connecticut,,01080201,MA,-72.60316,476,23188,42.161492,,01013
Chicopee,,1014,,,,MA,-72.604842,,,42.170731,,
Chicopee,,1020,Chicopee,,01080204,MA,-72.57265,551,29668,42.175992,,01020
Chicopee,,1021,,,,MA,-72.604842,,,42.170731,,
Chicopee,,1022,Middle Connecticut,,01080201,MA,-72.55606,476,2451,42.196666,,01022
Cummington,,1026,Westfield,,01080206,MA,-72.91813,567,946,42.465041,,01026
Easthampton,,1027,Middle Connecticut,,01080201,MA,-72.68677,476,17660,42.27279,,01027
East Longmeadow,,1028,Lower Connecticut,,01080205,MA,-72.5102,611,15720,42.066795,,01028
East Otis,,1029,Farmington,,01080207,MA,-73.04204,608,789,42.175896,,01029
Feeding Hills,,1030,Lower Connecticut,,01080205,MA,-72.67248,611,11669,42.070774,,01030
Gilbertville,,1031,Chicopee,,01080204,MA,-72.18833,551,1308,42.33071,,01031
Goshen,,1032,Westfield,,01080206,MA,-72.81551,567,570,42.45792,,01032
Granby,,1033,Middle Connecticut,,01080201,MA,-72.51831,476,6227,42.254563,,01033
Granville,,1034,Farmington,,01080207,MA,-72.94464,608,2021,42.086224,,01034
Hadley,,1035,Middle Connecticut,,01080201,MA,-72.5733,476,5250,42.35549,,01035
Hampden,,1036,Lower Connecticut,,01080205,MA,-72.41735,611,5109,42.064703,,01036
Hardwick,,1037,Chicopee,,01080204,MA,-72.19524,551,838,42.374202,,01037
Hatfield,,1038,Middle Connecticut,,01080201,MA,-72.60832,476,2545,42.375155,,01038
Haydenville,,1039,Middle Connecticut,,01080201,MA,-72.69259,476,1336,42.381475,,01039
Holyoke,,1040,Middle Connecticut,,01080201,MA,-72.6242,476,39880,42.201891,,01040
Holyoke,,1041,,,,MA,-72.604842,,,42.170731,,
Huntington,,1050,Westfield,,01080206,MA,-72.87942,567,2530,42.290209,,01050
Leeds,,1053,Middle Connecticut,,01080201,MA,-72.70206,476,1685,42.353105,,01053
Leverett,,1054,Middle Connecticut,,01080201,MA,-72.49879,476,1851,42.479839,,01054
Ludlow,,1056,Chicopee,,01080204,MA,-72.47068,551,21103,42.174893,,01056
Monson,,1057,Chicopee,,01080204,MA,-72.317,551,8534,42.089269,,01057
North Amherst,,1059,,,,MA,-72.63599,,,42.369562,,
Northampton,,1060,Middle Connecticut,,01080201,MA,-72.63561,476,15284,42.324539,,01060
Northampton,,1061,,,,MA,-72.63599,,,42.369562,,
Florence,,1062,Middle Connecticut,,01080201,MA,-72.67915,476,11150,42.324232,,01062
Northampton,,1063,Middle Connecticut,,01080201,MA,-72.640234,476,430,42.317939,,01063
North Hatfield,,1066,Middle Connecticut,,01080201,MA,-72.633901,476,64,42.406697,,01066
Oakham,,1068,Chicopee,,01080204,MA,-72.04413,551,1902,42.349769,,01068
Palmer,,1069,Chicopee,,01080204,MA,-72.32646,551,8469,42.176401,,01069
Plainfield,,1070,Westfield,,01080206,MA,-72.91661,567,629,42.515853,,01070
Russell,,1071,Westfield,,01080206,MA,-72.85153,567,1596,42.165931,,01071
Shutesbury,,1072,Middle Connecticut,,01080201,MA,-72.42208,476,1478,42.486027,,01072
Southampton,,1073,Middle Connecticut,,01080201,MA,-72.72777,476,5792,42.223885,,01073
South Barre,,1074,Chicopee,,01080204,MA,-72.149388,551,319,42.375998,,01074
South Hadley,,1075,Middle Connecticut,,01080201,MA,-72.58243,476,17527,42.234891,,01075
Southwick,,1077,Westfield,,01080206,MA,-72.76966,567,9502,42.05283,,01077
Thorndike,,1079,Chicopee,,01080204,MA,-72.329574,551,692,42.192892,,01079
Three Rivers,,1080,Chicopee,,01080204,MA,-72.36518,551,2334,42.180563,,01080
Wales,,1081,Quinebaug,,01100001,MA,-72.22517,590,1698,42.058024,,01081
Ware,,1082,Chicopee,,01080204,MA,-72.26067,551,10322,42.270611,,01082
Warren,,1083,Chicopee,,01080204,MA,-72.20259,551,2888,42.20468,,01083
West Chesterfield,,1084,Westfield,,01080206,MA,-72.89043,567,176,42.379807,,01084
Westfield,,1085,Westfield,,01080206,MA,-72.75029,567,41117,42.133642,,01085
Westfield,,1086,Westfield,,01080206,MA,-72.847964,567,687,42.173428,,01086
West Hatfield,,1088,Middle Connecticut,,01080201,MA,-72.6321,476,670,42.388831,,01088
West Springfield,,1089,Westfield,,01080206,MA,-72.64066,567,28391,42.112793,,01089
West Springfield,,1090,,,,MA,-72.604842,,,42.170731,,
West Warren,,1092,Chicopee,,01080204,MA,-72.23904,551,1394,42.210777,,01092
Whately,,1093,Middle Connecticut,,01080201,MA,-72.652511,476,325,42.442673,,01093
Wheelwright,,1094,Chicopee,,01080204,MA,-72.140846,551,351,42.358201,,01094
Wilbraham,,1095,Lower Connecticut,,01080205,MA,-72.44057,611,14319,42.12531,,01095
Williamsburg,,1096,Middle Connecticut,,01080201,MA,-72.78271,476,2217,42.415236,,01096
Woronoco,,1097,Westfield,,01080206,MA,-72.845912,567,111,42.161743,,01097
Worthington,,1098,Westfield,,01080206,MA,-72.93871,567,1101,42.399054,,01098
Springfield,,1101,,,,MA,-72.604842,,,42.170731,,
Springfield,,1102,,,,MA,-72.604842,,,42.170731,,
Springfield,,1103,Lower Connecticut,,01080205,MA,-72.59112,611,2479,42.103294,,01103
Springfield,,1104,Lower Connecticut,,01080205,MA,-72.57338,611,22865,42.130343,,01104
Springfield,,1105,Lower Connecticut,,01080205,MA,-72.5798,611,12350,42.096644,,01105
Longmeadow,,1106,Lower Connecticut,,01080205,MA,-72.5712,611,16021,42.050395,,01106
Springfield,,1107,Lower Connecticut,,01080205,MA,-72.6061,611,11611,42.120193,,01107
Springfield,,1108,Lower Connecticut,,01080205,MA,-72.55523,611,26688,42.084094,,01108
Springfield,,1109,Lower Connecticut,,01080205,MA,-72.55031,611,30250,42.116277,,01109
Springfield,,1111,,,,MA,-72.604842,,,42.170731,,
Springfield,,1114,,,,MA,-72.604842,,,42.170731,,
Springfield,,1115,,,,MA,-72.591633,,,42.102894,,
Longmeadow,,1116,,,,MA,-72.604842,,,42.170731,,
Springfield,,1118,Lower Connecticut,,01080205,MA,-72.5291,611,14071,42.093144,,01118
Springfield,,1119,Lower Connecticut,,01080205,MA,-72.50932,611,14152,42.128442,,01119
Springfield,,1128,Lower Connecticut,,01080205,MA,-72.48857,611,2631,42.095344,,01128
Springfield,,1129,Lower Connecticut,,01080205,MA,-72.4896,611,7019,42.121031,,01129
Springfield,,1133,,,,MA,-72.604842,,,42.170731,,
Springfield,,1138,,,,MA,-72.604842,,,42.170731,,
Springfield,,1139,,,,MA,-72.604842,,,42.170731,,
Springfield,,1144,,,,MA,-72.59151,,,42.101796,,
Indian Orchard,,1151,Chicopee,,01080204,MA,-72.50531,551,8698,42.153926,,01151
Springfield,,1152,,,,MA,-72.604842,,,42.170731,,
Springfield,,1199,Lower Connecticut,,01080205,MA,-72.604983,611,0,42.119943,,01199
Pittsfield,,1201,Housatonic,,01100005,MA,-73.254,580,46504,42.45384,,01201
Pittsfield,,1202,,,,MA,-73.228483,,,42.3929,,
Pittsfield,,1203,,,,MA,-73.228483,,,42.3929,,
Adams,,1220,Hudson-Hoosic,,02020003,MA,-73.11842,490,8603,42.619727,,01220
Ashley Falls,,1222,Housatonic,,01100005,MA,-73.32177,580,829,42.057496,,01222
Becket,,1223,Westfield,,01080206,MA,-73.09335,567,2314,42.314449,,01223
Berkshire,,1224,Hudson-Hoosic,,02020003,MA,-73.228483,490,182,42.3929,,01224
Cheshire,,1225,Hudson-Hoosic,,02020003,MA,-73.1653,490,3117,42.551731,,01225
Dalton,,1226,Housatonic,,01100005,MA,-73.11547,580,6945,42.476575,,01226
Dalton,,1227,,,,MA,-73.092852,,,42.516145,,
Glendale,,1229,Housatonic,,01100005,MA,-73.343545,580,95,42.279292,,01229
Great Barrington,,1230,Housatonic,,01100005,MA,-73.35249,580,8430,42.189715,,01230
Sheffield,,1231,,,,MA,-73.298131,,,42.153001,,
Hinsdale,,1235,Housatonic,,01100005,MA,-73.09278,580,2766,42.433661,,01235
Housatonic,,1236,Housatonic,,01100005,MA,-73.36236,580,1509,42.266874,,01236
Lanesboro,,1237,Housatonic,,01100005,MA,-73.24364,580,2496,42.557346,,01237
Lee,,1238,Housatonic,,01100005,MA,-73.2327,580,6047,42.299263,,01238
Lenox,,1240,Housatonic,,01100005,MA,-73.27683,580,4534,42.36237,,01240
Lenox Dale,,1242,Housatonic,,01100005,MA,-73.24599,580,476,42.336557,,01242
Middlefield,,1243,Westfield,,01080206,MA,-73.010448,567,334,42.356088,,01243
Mill River,,1244,Housatonic,,01100005,MA,-73.20312,580,151,42.139104,,01244
Monterey,,1245,Housatonic,,01100005,MA,-73.20849,580,985,42.180659,,01245
North Adams,,1247,Hudson-Hoosic,,02020003,MA,-73.10145,490,16087,42.696064,,01247
North Egremont,,1252,,,,MA,-73.446234,,,42.198648,,
Otis,,1253,Farmington,,01080207,MA,-73.10205,608,731,42.198403,,01253
Richmond,,1254,Housatonic,,01100005,MA,-73.36336,580,972,42.374711,,01254
Sandisfield,,1255,Farmington,,01080207,MA,-73.12444,608,915,42.088973,,01255
Savoy,,1256,Deerfield,,01080203,MA,-73.01123,514,692,42.592506,,01256
Sheffield,,1257,Housatonic,,01100005,MA,-73.36591,580,2121,42.102694,,01257
South Egremont,,1258,Middle Hudson,,02020006,MA,-73.45734,553,374,42.103122,,01258
Southfield,,1259,Housatonic,,01100005,MA,-73.24674,580,635,42.0645,,01259
South Lee,,1260,Housatonic,,01100005,MA,-73.313274,580,240,42.286586,,01260
Stockbridge,,1262,Housatonic,,01100005,MA,-73.31423,580,1238,42.283216,,01262
Stockbridge,,1263,,,,MA,-73.228483,,,42.3929,,
Tyringham,,1264,Housatonic,,01100005,MA,-73.20394,580,137,42.224905,,01264
West Stockbridge,,1266,Housatonic,,01100005,MA,-73.36407,580,1463,42.328535,,01266
Williamstown,,1267,Hudson-Hoosic,,02020003,MA,-73.22355,490,7989,42.689962,,01267
Windsor,,1270,Westfield,,01080206,MA,-73.116127,567,778,42.443726,,01270
Greenfield,,1301,Deerfield,,01080203,MA,-72.60098,514,17700,42.605524,,01301
Greenfield,,1302,,,,MA,-72.624164,,,42.522178,,
Ashfield,,1330,Westfield,,01080206,MA,-72.81116,567,1506,42.521131,,01330
Athol,,1331,Miller,,01080202,MA,-72.20836,531,13263,42.579931,,01331
Bernardston,,1337,Middle Connecticut,,01080201,MA,-72.55569,476,2596,42.678023,,01337
Buckland,,1338,Deerfield,,01080203,MA,-72.802,514,187,42.569498,,01338
Charlemont,,1339,Deerfield,,01080203,MA,-72.87939,514,1438,42.626858,,01339
Colrain,,1340,Deerfield,,01080203,MA,-72.73104,514,1701,42.673371,,01340
Conway,,1341,Deerfield,,01080203,MA,-72.70403,514,1833,42.508313,,01341
Deerfield,,1342,Deerfield,,01080203,MA,-72.6091,514,1492,42.542322,,01342
Drury,,1343,Deerfield,,01080203,MA,-72.986231,514,75,42.642666,,01343
Erving,,1344,Miller,,01080202,MA,-72.41396,531,1498,42.607051,,01344
Heath,,1346,Deerfield,,01080203,MA,-72.80494,514,533,42.669255,,01346
Lake Pleasant,,1347,Middle Connecticut,,01080201,MA,-72.518104,476,166,42.556558,,01347
Turners Falls,,1349,Miller,,01080202,MA,-72.50525,531,1091,42.5737,,01349
Monroe Bridge,,1350,Deerfield,,01080203,MA,-72.97629,514,121,42.712257,,01350
Montague,,1351,Middle Connecticut,,01080201,MA,-72.52522,476,2270,42.534976,,01351
Northfield,,1354,Middle Connecticut,,01080201,MA,-72.624164,476,1500,42.522178,,01354
New Salem,,1355,Chicopee,,01080204,MA,-72.33345,551,878,42.485899,,01355
Northfield,,1360,Middle Connecticut,,01080201,MA,-72.45649,476,3032,42.682285,,01360
Orange,,1364,Miller,,01080202,MA,-72.29263,531,7969,42.599614,,01364
Petersham,,1366,Chicopee,,01080204,MA,-72.21226,551,1277,42.474718,,01366
Rowe,,1367,Deerfield,,01080203,MA,-72.90962,514,522,42.694883,,01367
Royalston,,1368,Miller,,01080202,MA,-72.16999,531,1261,42.671012,,01368
Shattuckville,,1369,,,,MA,-72.624164,,,42.522178,,
Shelburne Falls,,1370,Deerfield,,01080203,MA,-72.72754,514,4084,42.603447,,01370
South Deerfield,,1373,Middle Connecticut,,01080201,MA,-72.62452,476,4600,42.472734,,01373
Charlemont,,1374,,,,MA,-72.798742,,,42.636459,,
Sunderland,,1375,Middle Connecticut,,01080201,MA,-72.56302,476,3684,42.449978,,01375
